candidate_id,action_type,task_id,activity_id,activity_name,wbs_path,category,current_remaining_days,proposed_remaining_days,nominal_reduction_days,individual_shadow_gain_days,confidence,risk,priority_score,strategy,validation,resource_names,relationship,notes
UML-0162,LAG_OPTIMIZATION,238355,CON-B01-3RD-1020,"Shuttering for Walls, Col. & Cores (B01) (3rd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 3rd   Floor,learned_cluster_1,7.0,7.0,1.5,1.5,medium,medium,135.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-3RD-1010 -> CON-B01-3RD-1020 (PR_SS, 3.00d)",Generated from native relationship statistics.
UML-0166,LAG_OPTIMIZATION,238363,CON-B01-4TH-1010,"RFT for Walls, Col. & Cores (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,7.0,7.0,1.5,1.5,medium,medium,135.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-4TH-1000 -> CON-B01-4TH-1010 (PR_SS, 3.00d)",Generated from native relationship statistics.
UML-0167,LAG_OPTIMIZATION,238364,CON-B01-4TH-1020,"Shuttering for Walls, Col. & Cores (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,7.0,7.0,1.5,1.5,medium,medium,135.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-4TH-1010 -> CON-B01-4TH-1020 (PR_SS, 3.00d)",Generated from native relationship statistics.
UML-0177,LAG_OPTIMIZATION,237962,CON-B01-BAS02-1070,RFT for Slabs & Beams (B01) (Bas 02),ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 2,learned_cluster_1,10.0,10.0,1.5,1.5,medium,medium,135.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-BAS02-1040 -> CON-B01-BAS02-1070 (PR_SS, 3.00d)",Generated from native relationship statistics.
UML-0187,LAG_OPTIMIZATION,238322,CON-B01-7TH-1050,"RFT for Slabs, Beams & Stairs (B01) (7th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 7th   Floor,learned_cluster_1,9.0,9.0,1.5,1.5,medium,medium,135.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-7TH-1040 -> CON-B01-7TH-1050 (PR_SS, 3.00d)",Generated from native relationship statistics.
UML-0203,LAG_OPTIMIZATION,239266,F-SUB-B01-BAS02-1040,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (Bas 02),ROYA-BIG PROJECT PHASE01 (B1-4) > Event02-New IFC issued > Affected-Activities-Submission > B01 > Basement02,learned_cluster_0,18.0,18.0,1.5,1.5,medium,medium,135.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"F-SUB-B01-BAS02-1030 -> F-SUB-B01-BAS02-1040 (PR_SS, 3.00d)",Generated from native relationship statistics.
UML-0134,DURATION_COMPRESSION,238355,CON-B01-3RD-1020,"Shuttering for Walls, Col. & Cores (B01) (3rd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 3rd   Floor,learned_cluster_1,7.0,5.6,1.4,1.4,high,medium,145.829,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0125,DURATION_COMPRESSION,238364,CON-B01-4TH-1020,"Shuttering for Walls, Col. & Cores (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,7.0,5.6,1.4,1.4,high,medium,145.368,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0037,DURATION_COMPRESSION,238340,CON-B01-1ST-1050,"RFT for Slabs, Beams & Stairs(B01) (1st)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 1st  Floor,learned_cluster_1,12.0,10.8,1.2,1.2,high,medium,129.553,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Steel Fixer; the big cash; Big Quantity RFT; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0067,DURATION_COMPRESSION,238029,CON-B01-BAS01-1020,"Shuttering for Walls, Col. & Cores (B01) (Bas 01)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 1,learned_cluster_1,12.0,10.8,1.2,1.2,high,medium,127.276,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0007,DURATION_COMPRESSION,238367,CON-B01-4TH-1050,"RFT for Slabs, Beams & Stairs (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,12.0,10.8,1.2,1.2,high,medium,125.171,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Steel Fixer; the big cash; Big Quantity RFT; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0049,DURATION_COMPRESSION,238033,CON-B01-BAS01-1060,RFT for Slabs & Beams (B01) (Bas 01),ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 1,learned_cluster_1,10.0,9.0,1.0,1.0,high,medium,112.079,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Steel Fixer; the big cash; Big Quantity RFT; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0019,DURATION_COMPRESSION,237962,CON-B01-BAS02-1070,RFT for Slabs & Beams (B01) (Bas 02),ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 2,learned_cluster_1,10.0,9.0,1.0,1.0,high,medium,111.605,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Steel Fixer; the big cash; Big Quantity RFT; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0062,DURATION_COMPRESSION,238346,CON-B01-2ND-1020,"Shuttering for Walls, Col. & Cores (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,7.0,5.6,1.4,1.0,high,medium,106.289,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0063,DURATION_COMPRESSION,238346,CON-B01-2ND-1020,"Shuttering for Walls, Col. & Cores (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,7.0,4.9,2.1,1.0,high,high,106.289,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0109,DURATION_COMPRESSION,238358,CON-B01-3RD-1050,"RFT for Slabs, Beams & Stairs (B01) (3rd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 3rd   Floor,learned_cluster_1,10.0,9.0,1.0,1.0,high,medium,105.632,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Steel Fixer; the big cash; Big Quantity RFT; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0104,DURATION_COMPRESSION,238373,CON-B01-5TH-1020,"Shuttering for Walls, Col. & Cores (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,6.0,4.8,1.2,1.0,high,medium,104.908,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0105,DURATION_COMPRESSION,238373,CON-B01-5TH-1020,"Shuttering for Walls, Col. & Cores (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,6.0,4.2,1.8,1.0,high,high,104.908,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0089,DURATION_COMPRESSION,238310,CON-B01-6TH-1020,"Shuttering for Walls, Col. & Cores (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,6.0,4.8,1.2,1.0,high,medium,104.447,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0090,DURATION_COMPRESSION,238310,CON-B01-6TH-1020,"Shuttering for Walls, Col. & Cores (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,6.0,4.2,1.8,1.0,high,high,104.447,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0064,DURATION_COMPRESSION,239234,HO-1010,Snag list for B01,ROYA-BIG PROJECT PHASE01 (B1-4) > Handover > Handover Works,learned_cluster_0,10.0,9.0,1.0,1.0,medium,medium,103.132,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",,,Project-local semantic cluster 0; no project-specific activity dictionary used.
UML-0141,LAG_OPTIMIZATION,238033,CON-B01-BAS01-1060,RFT for Slabs & Beams (B01) (Bas 01),ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 1,learned_cluster_1,10.0,10.0,1.0,1.0,medium,medium,90.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-BAS01-1040 -> CON-B01-BAS01-1060 (PR_SS, 2.00d)",Generated from native relationship statistics.
UML-0142,LAG_OPTIMIZATION,238309,CON-B01-6TH-1010,"RFT for Walls, Col. & Cores (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,6.0,6.0,1.5,1.0,medium,medium,90.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-6TH-1000 -> CON-B01-6TH-1010 (PR_SS, 3.00d)",Generated from native relationship statistics.
UML-0143,LAG_OPTIMIZATION,238310,CON-B01-6TH-1020,"Shuttering for Walls, Col. & Cores (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,6.0,6.0,1.5,1.0,medium,medium,90.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-6TH-1010 -> CON-B01-6TH-1020 (PR_SS, 3.00d)",Generated from native relationship statistics.
UML-0146,LAG_OPTIMIZATION,238316,CON-B01-6TH-1080,Dismantling Formwork (B01) (6th),ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,1.0,1.0,5.0,1.0,medium,medium,90.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-6TH-1070 -> CON-B01-6TH-1080 (PR_FS, 10.00d)",Generated from native relationship statistics.
UML-0151,LAG_OPTIMIZATION,238331,CON-B01-8TH-1050,"RFT for Slabs, Beams & Stairs (B01) (8th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 8th   Floor,learned_cluster_1,8.0,8.0,1.0,1.0,medium,medium,90.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-8TH-1040 -> CON-B01-8TH-1050 (PR_SS, 2.00d)",Generated from native relationship statistics.
UML-0156,LAG_OPTIMIZATION,238345,CON-B01-2ND-1010,"RFT for Walls, Col. & Cores (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,7.0,7.0,1.0,1.0,medium,medium,90.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-2ND-1000 -> CON-B01-2ND-1010 (PR_SS, 2.00d)",Generated from native relationship statistics.
UML-0157,LAG_OPTIMIZATION,238346,CON-B01-2ND-1020,"Shuttering for Walls, Col. & Cores (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,7.0,7.0,1.5,1.0,medium,medium,90.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-2ND-1010 -> CON-B01-2ND-1020 (PR_SS, 3.00d)",Generated from native relationship statistics.
UML-0171,LAG_OPTIMIZATION,238372,CON-B01-5TH-1010,"RFT for Walls, Col. & Cores (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,6.0,6.0,1.5,1.0,medium,medium,90.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-5TH-1000 -> CON-B01-5TH-1010 (PR_SS, 3.00d)",Generated from native relationship statistics.
UML-0172,LAG_OPTIMIZATION,238373,CON-B01-5TH-1020,"Shuttering for Walls, Col. & Cores (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,6.0,6.0,1.5,1.0,medium,medium,90.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-5TH-1010 -> CON-B01-5TH-1020 (PR_SS, 3.00d)",Generated from native relationship statistics.
UML-0117,DURATION_COMPRESSION,238350,CON-B01-2ND-1060,"Pouring for Slabs, Beams & Stairs (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,3.0,2.1,0.9,0.9,high,high,101.026,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0042,DURATION_COMPRESSION,238341,CON-B01-1ST-1060,"Pouring for Slabs, Beams & Stairs (B01) (1st)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 1st  Floor,learned_cluster_1,3.0,2.1,0.9,0.9,high,high,100.487,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0099,DURATION_COMPRESSION,238359,CON-B01-3RD-1060,"Pouring for Slabs, Beams & Stairs (B01) (3rd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 3rd   Floor,learned_cluster_1,3.0,2.1,0.9,0.9,high,high,99.566,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0006,DURATION_COMPRESSION,238368,CON-B01-4TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,3.0,2.1,0.9,0.9,high,high,99.105,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0082,DURATION_COMPRESSION,238376,CON-B01-5TH-1050,"RFT for Slabs, Beams & Stairs (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,9.0,8.1,0.9,0.9,high,medium,97.711,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Steel Fixer; the big cash; Big Quantity RFT; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0052,DURATION_COMPRESSION,238313,CON-B01-6TH-1050,"RFT for Slabs, Beams & Stairs (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,9.0,8.1,0.9,0.9,high,medium,97.25,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Steel Fixer; the big cash; Big Quantity RFT; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0127,DURATION_COMPRESSION,238322,CON-B01-7TH-1050,"RFT for Slabs, Beams & Stairs (B01) (7th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 7th   Floor,learned_cluster_1,9.0,8.1,0.9,0.9,high,medium,96.921,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Steel Fixer; the big cash; Big Quantity RFT; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0024,DURATION_COMPRESSION,237966,CON-B01-BAS02-1120,"Curing for Slabs, Beams, Ramps & Stairs (B01) (Bas 02)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 2,learned_cluster_1,3.0,2.1,0.9,0.9,high,high,96.474,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0120,DURATION_COMPRESSION,238333,CON-B01-8TH-1070,"Curing for Slabs, Beams & Stairs (B01) (8th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 8th   Floor,learned_cluster_1,3.0,2.1,0.9,0.9,high,high,93.461,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0057,DURATION_COMPRESSION,238315,CON-B01-6TH-1070,"Curing for Slabs, Beams & Stairs (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,3.0,2.1,0.9,0.9,high,high,93.118,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0003,DURATION_COMPRESSION,238324,CON-B01-7TH-1070,"Curing for Slabs, Beams & Stairs (B01) (7th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 7th   Floor,learned_cluster_1,3.0,2.1,0.9,0.9,high,high,92.789,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0102,DURATION_COMPRESSION,238387,CON-B01-9TH-1070,"Curing for Slabs, Beams  (B01) (RF)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > Roof Floor,learned_cluster_1,3.0,2.1,0.9,0.9,high,high,92.263,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0025,DURATION_COMPRESSION,238349,CON-B01-2ND-1050,"RFT for Slabs, Beams & Stairs (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,8.0,7.2,0.8,0.8,high,medium,89.092,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Steel Fixer; the big cash; Big Quantity RFT; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0079,DURATION_COMPRESSION,238331,CON-B01-8TH-1050,"RFT for Slabs, Beams & Stairs (B01) (8th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 8th   Floor,learned_cluster_1,8.0,7.2,0.8,0.8,high,medium,86.592,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Steel Fixer; the big cash; Big Quantity RFT; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0061,DURATION_COMPRESSION,238346,CON-B01-2ND-1020,"Shuttering for Walls, Col. & Cores (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,7.0,6.3,0.7,0.7,high,medium,76.289,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0133,DURATION_COMPRESSION,238355,CON-B01-3RD-1020,"Shuttering for Walls, Col. & Cores (B01) (3rd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 3rd   Floor,learned_cluster_1,7.0,6.3,0.7,0.7,high,medium,75.829,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
